84  	какой	какой	apro	1091.7	1434.0	1474.8	1367.1	954.7	1200.7	920.1	
85  	после	после	pr	1080.1	783.6	763.8	915.9	1119.2	1405.0	1349.6	
86  	их	их	apro	1076.0	665.4	640.9	767.3	1045.1	1128.4	1156.9	
87  	работа	работа	s	1058.3	661.5	583.8	546.5	1243.8	1278.5	1273.2	
88  	без	без	pr	1018.8	1003.2	1169.5	1165.7	950.2	1162.9	1016.9	
89  	самый	самый	apro	1007.4	980.3	906.3	912.4	1120.7	1066.1	1227.3	
90  	потом	потом	advpro	1006.1	1538.3	1393.5	1499.9	796.1	1245.5	802.5	
91  	надо	надо	adv	993.2	1348.1	1497.5	1209.9	858.3	1068.6	865.5	
92  	хотеть	хотеть	v	991.3	1344.0	1372.7	1412.5	716.0	930.7	802.4	
93  	ли	ли	part	981.7	1014.9	1192.1	1212.9	1000.6	1090.3	945.6	
94  	слово	слово	s	967.9	989.9	1054.5	970.5	1217.1	1086.2	981.7	
95  	идти	идти	v	957.1	1629.5	1347.5	1090.8	978.4	1171.3	871.6	
96  	большой	большой	a	944.4	925.5	856.5	765.2	1366.8	1252.0	1099.0	
97  	должен	должен	a	944.2	669.1	647.9	670.5	840.5	985.7	1115.7	
98  	место	место	s	926.6	860.9	891.7	893.8	741.2	1046.2	974.1	
99  	иметь	иметь	v	906.7	503.0	607.8	603.0	713.0	938.8	1006.2	
100  	ничто	ничто	spro	902.8	1428.5	1376.5	1368.6	810.9	768.5	662.3	
101  	то	то	conj	902.4	847.6	781.2	806.3	759.0	953.4	1005.7	
102  	сейчас	сейчас	advpro	897.3	1358.0	1075.7	1092.8	692.6	815.0	838.7	
103  	тут	тут	advpro	879.2	1374.5	1566.2	1361.7	772.4	1134.7	611.7	
104  	лицо	лицо	s	878.0	1352.9	1019.2	1062.3	756.0	647.9	562.0	
105  	каждый	каждый	apro	875.9	850.6	800.9	719.2	1165.2	1172.8	934.7	
106  	друг	друг	s	874.2	927.0	1051.7	1053.4	899.8	996.4	842.5	
107  	нет	нет	adv	874.0	951.6	1025.2	1024.6	704.2	844.9	853.0	
108  	теперь	теперь	advpro	871.8	1397.0	1332.4	1210.9	865.7	871.3	726.4	
109  	ни	ни	part	858.2	1038.5	1065.8	1117.0	1031.8	950.1	831.4	
110  	глаз	глаз	s	857.6	1852.3	1483.0	1544.7	766.4	664.4	465.6	
111  	тоже	тоже	adv	841.5	1176.9	1235.2	1124.3	727.9	866.9	671.4	
112  	тогда	тогда	advpro	835.6	912.8	979.9	942.8	969.5	1319.5	848.6	
113  	видеть	видеть	v	818.2	1321.2	1205.7	1133.9	1019.9	968.9	606.1	
114  	вопрос	вопрос	s	805.8	402.9	414.4	466.1	609.3	1051.8	993.0	
115  	через	через	pr	805.4	873.8	832.0	925.2	767.9	939.9	792.9	
116  	да	да	conj	801.0	1350.2	1375.1	1241.9	484.8	659.6	522.4	
117  	здесь	здесь	advpro	796.8	1032.1	935.7	935.5	804.3	765.6	748.4	
118  	дом	дом	s	792.6	831.6	931.1	948.5	1220.0	963.3	865.9	
119  	да	да	part	787.5	1121.6	1146.1	1181.7	382.5	443.5	430.0	
120  	потому	потому	advpro	769.3	747.1	926.7	924.0	535.2	937.7	720.7	
121  	сторона	сторона	s	768.3	813.4	743.5	795.1	492.2	663.3	700.7	
122  	какойто	какойто	apro	762.6	853.6	1012.0	1070.8	802.0	986.8	639.2	
123  	думать	думать	v	755.5	1283.6	1159.1	1075.5	595.9	790.2	536.4	
124  	сделать	сделать	v	743.5	758.6	694.0	767.5	859.8	884.1	821.9	
125  	страна	страна	s	725.7	183.8	148.7	232.5	762.0	785.0	1237.3	
126  	жить	жить	v	725.5	728.8	905.2	843.9	1027.3	952.7	736.5	
127  	чем	чем	conj	721.1	603.1	562.6	646.2	794.6	896.2	815.8	
128  	мир	мир	s	714.7	378.4	406.1	492.0	925.0	661.1	902.5	
129  	об	об	pr	714.5	547.7	519.1	507.8	868.7	876.4	796.3	
130  	последний	последний	a	712.6	539.7	622.7	651.0	810.9	671.7	868.0	
131  	случай	случай	s	709.7	399.3	445.2	483.6	560.4	642.4	753.7	
132  	голова	голова	s	709.4	1529.4	1258.1	1298.8	501.1	485.0	369.6	
133  	более	более	adv	706.2	309.3	356.8	432.4	659.7	695.9	895.6	
134  	делать	делать	v	701.1	737.9	742.0	764.1	644.9	827.6	712.1	
135  	чтото	чтото	spro	667.6	870.2	1052.3	1047.0	527.8	716.8	470.6	
136  	смотреть	смотреть	v	667.2	1223.5	904.7	869.1	467.0	563.5	415.5	
137  	ребенок	ребенок	s	658.3	375.4	501.5	551.5	764.9	582.9	638.8	
138  	просто	просто	part	656.5	547.1	585.0	806.7	341.0	585.1	652.2	
139  	конечно	конечно	adv	647.3	717.6	736.9	750.6	609.3	766.0	671.5	
140  	сила	сила	s	645.8	621.9	528.0	531.2	729.4	714.2	707.3	
141  	российский	российский	a	644.6	4.4	20.1	62.4	28.2	74.8	1001.0	
142  	конец	конец	s	634.7	607.8	637.2	661.8	622.6	746.2	709.0	
143  	перед	перед	pr	626.7	863.9	754.2	735.6	665.6	701.0	564.8	
144  	несколько	несколько	num	623.7	630.4	481.0	573.7	668.6	930.3	755.8	
145  	вид	вид	s	620.1	400.6	458.2	532.9	477.3	494.9	555.3	
146  	система	система	s	617.8	85.8	65.1	72.5	137.9	208.4	726.2	
147  	всегда	всегда	advpro	611.9	632.2	658.7	655.8	845.0	908.3	648.5	
148  	работать	работать	v	611.2	530.7	471.2	415.1	732.3	931.1	849.3	
149  	между	между	pr	607.5	441.0	409.9	462.2	613.7	580.0	634.5	
150  	три	три	num	596.7	562.4	623.8	600.4	612.2	639.4	646.0	
151  	нет	нет	part	589.2	1000.3	1044.3	869.6	292.0	428.9	352.1	
152  	понять	понять	v	588.2	855.5	907.3	954.6	526.3	566.0	408.9	
153  	пойти	пойти	v	587.2	1223.1	1021.0	859.7	421.0	486.4	401.2	
154  	часть	часть	s	585.4	264.3	261.9	270.5	358.8	505.9	687.8	
155  	спросить	спросить	v	573.9	1416.2	1179.5	1106.8	320.2	405.4	233.3	
156  	город	город	s	573.4	497.0	524.4	501.8	585.6	761.2	736.5	
157  	дать	дать	v	573.1	691.9	682.6	652.2	548.5	695.9	542.3	
158  	также	также	adv	569.9	97.5	107.2	109.1	567.8	348.1	684.4	
159  	никто	никто	spro	562.2	751.0	795.4	802.5	514.4	568.6	505.9	
160  	понимать	понимать	v	559.7	820.1	799.0	788.2	455.1	545.5	443.5	
161  	получить	получить	v	557.7	299.7	306.9	308.5	508.5	545.9	709.5	
162  	отношение	отношение	s	557.4	159.2	177.0	226.2	524.8	562.8	678.8	
163  	лишь	лишь	part	552.5	361.2	467.1	501.7	505.5	754.6	636.2	
164  	второй	второй	anum	552.4	457.1	467.6	489.9	530.7	502.2	637.9	
165  	именно	именно	part	551.4	322.4	386.9	471.6	459.6	625.1	680.4	
166  	ваш	ваш	apro	547.5	773.6	723.4	652.4	296.5	388.5	496.1	
167  	хотя	хотя	conj	546.9	396.5	579.9	589.1	391.4	678.3	609.7	
168  	ни	ни	conj	543.5	605.8	701.1	681.9	601.9	615.9	540.0	
169  	сидеть	сидеть	v	538.1	1029.4	979.4	874.5	535.2	635.0	336.2	
170  	над	над	pr	537.0	841.2	735.3	645.4	724.9	566.0	484.3	
171  	женщина	женщина	s	533.3	582.1	657.4	804.0	483.3	535.2	428.1	
172  	оказаться	оказаться	v	531.9	395.6	416.4	609.4	438.8	567.1	645.4	
173  	русский	русский	a	530.5	215.9	257.6	343.6	1003.6	584.8	783.2	
174  	один	один	anum	529.5	646.0	609.3	566.2	530.7	552.8	535.4	
175  	взять	взять	v	525.8	862.6	840.0	751.3	400.3	475.4	410.4	
176  	прийти	прийти	v	523.3	749.7	699.0	645.6	603.4	598.0	481.1	
177  	являться	являться	v	522.9	64.0	76.7	93.0	391.4	226.3	549.5	
178  	деньги	деньги	s	512.4	298.6	383.1	654.5	206.1	314.0	663.6	
179  	почему	почему	advpro	507.2	715.9	681.2	695.1	386.9	500.8	419.4	
180  	вдруг	вдруг	adv	503.2	1030.5	908.4	888.5	403.2	474.7	291.4	
181  	любить	любить	v	503.1	587.7	701.8	635.0	698.2	614.1	461.1	
182  	стоить	стоить	v	501.9	547.7	542.8	562.0	432.9	485.7	532.6	
183  	почти	почти	adv	501.7	447.2	536.1	592.5	644.9	633.2	540.5	
184  	земля	земля	s	494.4	802.5	622.2	525.0	624.1	681.2	420.3	
185  	общий	общий	a	492.4	216.1	244.2	292.7	415.1	503.3	529.3	
186  	ведь	ведь	part	491.9	825.6	778.8	676.8	366.2	551.7	402.2	
187  	машина	машина	s	490.4	831.1	427.0	605.7	449.2	372.0	508.4	
188  	однако	однако	conj	487.1	192.3	353.8	298.4	342.4	523.9	642.0	
189  	сразу	сразу	adv	486.0	710.7	692.4	682.8	421.0	491.2	423.9	
190  	хорошо	хорошо	adv	485.7	627.6	635.1	541.2	560.4	649.3	444.6	
191  	вода	вода	s	484.8	679.5	623.6	547.8	467.0	477.3	387.0	
192  	отец	отец	s	484.1	576.4	650.5	625.7	3079.0	587.3	393.9	
193  	высокий	высокий	a	483.3	456.8	379.2	350.5	524.8	461.1	517.5	
194  	остаться	остаться	v	482.7	585.6	591.8	585.1	521.8	538.9	503.7	
195  	выйти	выйти	v	480.9	697.6	685.5	678.8	567.8	496.0	432.1	
196  	много	много	num	480.0	467.2	446.9	404.1	693.8	747.3	589.6	
197  	проблема	проблема	s	474.9	37.2	69.8	153.2	142.3	283.9	700.7	
198  	начать	начать	v	473.3	582.4	501.6	540.8	375.1	520.2	509.9	
199  	хороший	хороший	a	471.4	556.7	573.9	481.1	557.4	641.2	485.4	
200  	час	час	s	468.1	514.9	490.7	498.1	587.0	581.5	463.7	
201  	это	это	part	466.7	513.1	478.7	431.8	296.5	443.9	480.1	
202  	сегодня	сегодня	adv	463.5	426.8	424.6	399.3	315.8	388.9	604.1	
203  	право	право	s	461.4	166.8	179.7	168.1	197.2	303.8	498.9	
204  	совсем	совсем	adv	460.5	711.8	712.4	642.2	440.3	470.7	381.5	
205  	нога	нога	s	459.2	947.2	779.9	825.0	392.9	325.8	245.8	
206  	считать	считать	v	455.3	357.3	338.8	327.4	449.2	610.4	582.3	
207  	главный	главный	a	454.6	242.8	226.1	242.2	360.2	493.0	702.0	
208  	решение	решение	s	453.4	99.6	99.0	88.9	231.3	374.2	557.9	
209  	увидеть	увидеть	v	452.4	828.8	702.3	654.6	486.2	517.3	341.1	
210  	дверь	дверь	s	450.8	805.2	822.2	940.0	327.6	298.6	209.9	
211  	казаться	казаться	v	448.2	756.5	501.0	550.7	573.7	638.7	395.8	
212  	образ	образ	s	445.9	159.3	187.1	229.8	501.1	431.1	491.4	
213  	писать	писать	v	444.3	374.7	434.3	335.6	1086.6	773.0	534.9	
214  	история	история	s	443.9	237.9	241.8	274.1	484.8	615.2	591.8	
215  	лучший	лучший	a	443.2	366.4	369.5	412.8	539.6	567.1	554.8	
216  	власть	власть	s	435.6	123.7	136.3	179.7	228.3	403.5	742.3	
217  	закон	закон	s	433.4	136.5	132.1	135.8	139.3	225.6	573.5	
218  	все	все	advpro	433.3	547.0	627.6	569.0	471.4	459.7	381.8	
219  	война	война	s	425.9	485.8	421.4	268.9	615.2	927.0	586.8	
220  	бог	бог	s	425.4	301.3	445.5	485.3	370.6	265.6	274.4	
221  	голос	голос	s	424.5	890.1	764.4	713.9	416.6	327.6	265.1	
222  	найти	найти	v	424.1	465.2	446.2	525.5	444.7	410.9	399.0	
223  	поэтому	поэтому	advpro	421.3	230.6	212.9	282.5	257.9	407.6	533.3	
224  	стоять	стоять	v	419.3	959.6	783.2	694.0	397.3	433.6	237.9	
225  	вообще	вообще	adv	417.6	239.8	336.6	456.1	290.6	387.4	427.3	
226  	тысяча	тысяча	s	416.0	242.3	195.2	229.4	524.8	511.8	644.5	
227  	больше	больше	adv	415.3	509.0	546.6	538.5	446.2	460.0	375.2	
228  	вместе	вместе	adv	414.3	459.8	416.9	417.9	520.3	511.0	442.0	
229  	маленький	маленький	a	414.1	643.7	534.2	518.8	481.8	535.2	365.7	
230  	книга	книга	s	413.9	290.0	321.0	277.1	803.5	601.6	559.5	
231  	некоторый	некоторый	apro	410.9	265.1	253.2	256.4	438.8	458.6	492.4	
232  	решить	решить	v	409.7	363.7	363.2	485.3	335.0	490.8	480.4	
233  	любой	любой	apro	408.8	210.4	243.4	314.7	238.7	370.5	519.5	
234  	возможность	возможность	s	407.5	148.5	134.2	155.0	268.3	406.8	516.4	
235  	результат	результат	s	403.1	71.4	84.9	96.4	198.7	225.2	482.3	
236  	ночь	ночь	s	402.8	649.0	636.9	615.5	514.4	512.5	298.1	
237  	стол	стол	s	402.5	788.2	687.2	687.2	429.9	358.8	258.9	
238  	никогда	никогда	advpro	401.8	464.9	497.6	536.1	569.3	519.1	378.0	
239  	имя	имя	s	401.7	246.5	283.0	353.1	868.7	425.9	497.5	
240  	область	область	s	400.2	65.8	49.2	56.7	220.9	296.8	541.7	
241  	молодой	молодой	a	400.0	442.2	510.8	459.2	695.3	581.1	428.8	
242  	пройти	пройти	v	398.4	511.9	434.3	401.9	398.8	443.5	447.9	
243  	например	например	adv	398.0	140.0	174.3	164.9	281.7	352.5	533.0	
244  	статья	статья	s	395.0	92.9	100.9	74.0	351.3	224.9	320.6	
245  	оно	оно	spro	394.7	438.5	456.2	392.9	369.1	414.5	368.8	
246  	число	число	s	393.5	86.5	114.3	115.7	228.3	277.7	487.7	
247  	компания	компания	s	392.7	53.7	81.5	133.7	59.3	89.9	753.7	
248  	про	про	pr	392.1	542.5	615.6	624.5	278.7	257.9	285.8	
249  	государственный	государственный	a	391.3	59.4	48.3	60.0	235.7	205.4	516.9	
250  	полный	полный	a	390.6	314.2	345.3	385.5	480.3	409.0	415.1	
251  	принять	принять	v	386.9	225.4	248.9	252.8	391.4	435.8	517.1	
252  	народ	народ	s	385.6	247.1	266.3	293.9	770.9	577.4	531.3	
253  	никакой	никакой	apro	383.7	351.3	447.2	467.5	425.5	419.3	397.9	
254  	советский	советский	a	382.9	233.6	209.2	146.7	2033.9	711.0	608.5	
255  	жена	жена	s	376.8	377.3	498.1	604.1	357.3	407.9	316.2	
256  	настоящий	настоящий	a	374.0	234.1	206.8	235.3	303.9	265.6	362.1	
257  	всякий	всякий	apro	373.2	418.3	476.0	484.1	598.9	496.7	323.1	
258  	группа	группа	s	372.8	162.3	129.9	111.9	249.1	296.1	475.5	
259  	развитие	развитие	s	372.6	53.0	27.8	32.1	214.9	249.8	444.1	
260  	процесс	процесс	s	371.7	56.0	43.4	61.8	94.9	275.5	348.8	
261  	суд	суд	s	371.1	81.0	108.8	96.2	123.0	187.1	329.1	
262  	давать	давать	v	370.7	351.1	352.0	338.6	432.9	490.8	382.0	
263  	ответить	ответить	v	370.4	784.3	591.5	601.3	302.4	361.0	240.3	
264  	старый	старый	a	368.5	497.7	525.8	460.4	542.6	595.4	340.7	
265  	условие	условие	s	368.1	104.2	94.1	80.2	228.3	350.0	425.2	
266  	твой	твой	apro	366.6	502.3	585.0	703.8	222.6	219.9	180.9	
267  	пока	пока	conj	366.3	455.9	463.1	495.2	324.6	320.3	350.0	
268  	средство	средство	s	363.9	70.7	56.0	71.8	179.4	250.2	477.6	
269  	помнить	помнить	v	363.1	362.8	482.2	466.9	447.7	614.8	333.1	
270  	начало	начало	s	361.4	139.1	174.1	191.5	352.8	482.4	506.8	
271  	ждать	ждать	v	360.2	550.9	573.9	522.7	335.0	349.2	300.2	
272  	свет	свет	s	359.7	537.9	503.8	513.4	342.4	303.0	265.1	
273  	пора	пора	s	358.2	288.2	321.3	319.8	406.2	487.5	453.6	
274  	путь	путь	s	357.3	283.2	259.2	278.7	489.2	468.5	399.0	
275  	душа	душа	s	356.8	374.0	452.5	465.3	467.0	377.5	300.1	
276  	куда	куда	advpro	355.4	505.1	565.9	556.1	296.5	332.0	275.1	
277  	нужно	нужно	adv	353.7	351.6	244.7	341.2	342.4	475.4	404.4	
278  	разный	разный	a	352.6	231.8	230.1	236.5	268.3	395.8	412.4	
279  	нужный	нужный	a	351.9	358.4	378.1	407.9	397.3	457.1	365.9	
280  	уровень	уровень	s	348.5	42.0	45.4	69.5	126.0	159.9	442.3	
281  	иной	иной	apro	348.3	137.0	179.3	178.3	286.1	343.4	340.1	
282  	форма	форма	s	347.8	139.8	126.7	134.1	343.9	317.0	325.5	
283  	связь	связь	s	346.1	153.5	116.1	137.0	244.6	284.7	376.0	
284  	уж	уж	part	344.4	534.6	595.1	518.2	186.8	299.0	259.6	
285  	минута	минута	s	344.2	598.0	477.9	503.9	397.3	410.1	259.1	
286  	кроме	кроме	pr	343.6	236.8	269.5	267.8	378.0	347.4	410.8	
287  	находиться	находиться	v	342.7	195.0	190.4	205.4	354.3	399.5	418.2	
288  	опять	опять	adv	342.2	697.4	752.3	482.2	317.2	271.8	218.1	
289  	многий	многий	apro	340.9	135.9	126.6	125.5	425.5	522.8	522.7	
290  	белый	белый	a	339.6	551.6	530.8	467.6	424.0	319.5	280.9	
291  	собственный	собственный	a	338.3	176.2	245.7	323.5	298.0	301.9	417.1	
292  	улица	улица	s	337.8	471.1	455.4	429.2	452.1	376.0	334.4	
293  	черный	черный	a	337.5	575.1	484.5	510.4	449.2	268.2	264.1	
294  	написать	написать	v	336.2	305.9	353.8	276.3	720.5	527.9	405.1	
295  	вечер	вечер	s	335.4	446.3	459.9	449.1	567.8	479.1	322.8	
296  	снова	снова	adv	334.4	727.0	488.8	535.3	395.8	348.5	229.0	
297  	основной	основной	a	334.1	45.2	50.5	61.8	139.3	166.9	426.1	
298  	качество	качество	s	331.7	62.9	70.0	85.8	298.0	242.1	413.7	
299  	мысль	мысль	s	331.6	427.1	379.9	417.6	342.4	471.4	259.7	
300  	дорога	дорога	s	330.1	554.9	456.7	418.7	386.9	481.7	293.1	
301  	мать	мать	s	330.1	539.2	644.9	524.6	416.6	307.8	193.4	
302  	действие	действие	s	329.3	96.6	94.5	100.8	182.3	257.5	355.5	
303  	месяц	месяц	s	328.0	216.8	232.5	256.3	332.1	391.8	402.1	
304  	оставаться	оставаться	v	327.4	263.9	295.8	303.5	343.9	419.3	379.6	
305  	государство	государство	s	326.4	101.4	59.5	71.8	170.5	223.4	555.2	
306  	язык	язык	s	324.9	199.6	254.8	272.1	416.6	329.4	332.2	
307  	любовь	любовь	s	323.9	214.6	276.5	351.0	386.9	306.7	321.8	
308  	взгляд	взгляд	s	323.8	410.8	366.7	473.1	244.6	276.6	270.5	
309  	мама	мама	s	322.6	483.7	500.3	418.9	521.8	274.0	272.2	
310  	играть	играть	v	319.1	246.0	272.0	227.2	327.6	454.9	451.9	
311  	далекий	далекий	a	318.3	444.5	450.2	424.4	329.1	317.0	282.2	
312  	лежать	лежать	v	318.1	627.1	513.0	508.4	280.2	325.8	179.4	
313  	нельзя	нельзя	adv	317.7	397.9	379.7	317.6	370.6	407.2	322.5	
314  	век	век	s	317.4	130.3	164.3	141.2	265.4	399.9	374.9	
315  	школа	школа	s	316.0	227.4	270.8	206.5	548.5	370.1	384.4	
316  	подумать	подумать	v	315.6	704.4	668.5	591.0	161.6	205.1	129.6	
317  	уйти	уйти	v	315.6	539.9	481.4	449.3	213.5	282.5	268.6	
318  	цель	цель	s	315.5	132.6	124.2	135.4	188.3	243.2	362.2	
319  	среди	среди	pr	314.9	284.6	288.1	255.0	450.7	377.9	371.2	
320  	общество	общество	s	314.7	100.1	89.1	82.4	253.5	301.2	396.2	
321  	посмотреть	посмотреть	v	314.2	662.4	507.5	520.2	170.5	219.0	180.1	
322  	деятельность	деятельность	s	313.5	45.2	39.9	41.4	179.4	170.6	344.9	
323  	организация	организация	s	312.4	45.5	40.0	40.1	452.1	275.1	413.1	
324  	ктото	ктото	spro	312.0	345.8	395.3	469.0	237.2	347.4	283.9	
325  	вернуться	вернуться	v	311.2	419.5	435.5	450.5	416.6	343.0	280.9	
326  	президент	президент	s	311.0	6.6	16.6	60.4	43.0	69.3	685.4	
